departure_date,origine,destination,is_open_today
2026-08-22,LYON (intramuros),TGV HAUTE PICARDIE,0
2026-08-22,LYON (intramuros),THIONVILLE,0
2026-08-22,LYON (intramuros),TOUL,0
2026-08-22,LYON (intramuros),TOULON,0
2026-08-22,LYON (intramuros),TOULOUSE MATABIAU,0
2026-08-22,LYON (intramuros),VALENCE TGV AUVERGNE RHONE ALPES,0
2026-08-22,LYON (intramuros),VERSAILLES CHANTIERS,0
2026-08-22,LYON (intramuros),VIERZON,0
2026-08-22,LYON ST EXUPERY TGV.,AEROPORT ROISSY CDG 2 TGV,0
2026-08-22,LYON ST EXUPERY TGV.,AGDE,0
2026-08-22,LYON ST EXUPERY TGV.,AIX EN PROVENCE TGV,0
2026-08-22,LYON ST EXUPERY TGV.,ARLES,0
2026-08-22,LYON ST EXUPERY TGV.,AVIGNON CENTRE,0
2026-08-22,LYON ST EXUPERY TGV.,AVIGNON TGV,0
2026-08-22,LYON ST EXUPERY TGV.,BEZIERS,0
2026-08-22,LYON ST EXUPERY TGV.,GRENOBLE,0
2026-08-22,LYON ST EXUPERY TGV.,LILLE (intramuros),0
2026-08-22,LYON ST EXUPERY TGV.,MARNE LA VALLEE CHESSY,0
2026-08-22,LYON ST EXUPERY TGV.,MARSEILLE ST CHARLES,0
2026-08-22,LYON ST EXUPERY TGV.,MIRAMAS,0
2026-08-22,LYON ST EXUPERY TGV.,MONTELIMAR GARE SNCF,0
2026-08-22,LYON ST EXUPERY TGV.,MONTPELLIER SAINT ROCH,0
2026-08-22,LYON ST EXUPERY TGV.,MONTPELLIER SUD DE FRANCE,0
2026-08-22,LYON ST EXUPERY TGV.,NARBONNE,0
2026-08-22,LYON ST EXUPERY TGV.,NIMES CENTRE,0
2026-08-22,LYON ST EXUPERY TGV.,NIMES PONT DU GARD,0
2026-08-22,LYON ST EXUPERY TGV.,ORANGE,0
2026-08-22,LYON ST EXUPERY TGV.,PARIS (intramuros),0
2026-08-22,LYON ST EXUPERY TGV.,PERPIGNAN,0
2026-08-22,LYON ST EXUPERY TGV.,SETE,0
2026-08-22,LYON ST EXUPERY TGV.,TGV HAUTE PICARDIE,0
2026-08-22,LYON ST EXUPERY TGV.,TOULON,0
2026-08-22,LYON ST EXUPERY TGV.,TOURCOING,0
2026-08-22,LYON ST EXUPERY TGV.,VALENCE TGV AUVERGNE RHONE ALPES,0
2026-08-22,LYON ST EXUPERY TGV.,VALENCE VILLE,0
2026-08-22,MACON LOCHE TGV,AIX LES BAINS LE REVARD,0
2026-08-22,MACON LOCHE TGV,ANNECY,0
2026-08-22,MACON LOCHE TGV,CHAMBERY CHALLES LES EAUX,0
2026-08-22,MACON LOCHE TGV,LYON (intramuros),0
2026-08-22,MACON LOCHE TGV,MILANO PORTA GARIBALDI,0
2026-08-22,MACON LOCHE TGV,MODANE,0
2026-08-22,MACON LOCHE TGV,OUX CESANA CLAV SESTRIERE,0
2026-08-22,MACON LOCHE TGV,PARIS (intramuros),0
2026-08-22,MACON LOCHE TGV,TORINO PORTA SUSA,0
2026-08-22,MACON VILLE,AIX EN PROVENCE TGV,0
2026-08-22,MACON VILLE,AVIGNON TGV,0
2026-08-22,MACON VILLE,BEAUNE,0
2026-08-22,MACON VILLE,BELFORT MONTBELIARD TGV,0
2026-08-22,MACON VILLE,BESANCON FRANCHE COMTE TGV,0
2026-08-22,MACON VILLE,CHALON SUR SAONE,0
2026-08-22,MACON VILLE,COLMAR,0
2026-08-22,MACON VILLE,CULMONT CHALINDREY,0
2026-08-22,MACON VILLE,DIJON VILLE,0
2026-08-22,MACON VILLE,LYON (intramuros),0
2026-08-22,MACON VILLE,MARSEILLE ST CHARLES,0
2026-08-22,MACON VILLE,METZ VILLE,0
2026-08-22,MACON VILLE,MONTPELLIER SAINT ROCH,0
2026-08-22,MACON VILLE,MULHOUSE VILLE,0
2026-08-22,MACON VILLE,NANCY,0
2026-08-22,MACON VILLE,NEUFCHATEAU,0
2026-08-22,MACON VILLE,NIMES CENTRE,0
2026-08-22,MACON VILLE,STRASBOURG,0
2026-08-22,MACON VILLE,TOUL,0
2026-08-22,MACON VILLE,VALENCE TGV AUVERGNE RHONE ALPES,0
2026-08-22,MAGALAS,ARVANT,0
2026-08-22,MAGALAS,AUMONT AUBRAC,0
2026-08-22,MAGALAS,BANASSAC LA CANOURGUE,0
2026-08-22,MAGALAS,BEDARIEUX,0
2026-08-22,MAGALAS,BEZIERS,0
2026-08-22,MAGALAS,BRASSAC LES MINES STE FLORINE,0
2026-08-22,MAGALAS,CAMPAGNAC ST GENIEZ,0
2026-08-22,MAGALAS,CEILHES ROQUEREDONDE,0
2026-08-22,MAGALAS,CLERMONT FERRAND,0
2026-08-22,MAGALAS,ISSOIRE,0
2026-08-22,MAGALAS,LE BOUSQUET D'ORB,0
2026-08-22,MAGALAS,LE MONASTIER,0
2026-08-22,MAGALAS,MARVEJOLS,0
2026-08-22,MAGALAS,MASSIAC BLESLE,0
2026-08-22,MAGALAS,MILLAU,0
2026-08-22,MAGALAS,NEUSSARGUES,0
2026-08-22,MAGALAS,SAINT CHELY D'APCHER,0
2026-08-22,MAGALAS,SAINT GEORGES DE LUZENCON,0
2026-08-22,MAGALAS,SAINT ROME DE CERNON,0
2026-08-22,MAGALAS,SEVERAC LE CHATEAU,0
2026-08-22,MAGALAS,ST FLOUR CHAUDES AIGUES,0
2026-08-22,MAGALAS,TOURNEMIRE ROQUEFORT,0
2026-08-22,MANNHEIM HBF,AIX EN PROVENCE TGV,0
2026-08-22,MANNHEIM HBF,ANGOULEME,0
2026-08-22,MANNHEIM HBF,AVIGNON TGV,0
2026-08-22,MANNHEIM HBF,BADEN BADEN,0
2026-08-22,MANNHEIM HBF,BELFORT MONTBELIARD TGV,0
2026-08-22,MANNHEIM HBF,BESANCON FRANCHE COMTE TGV,0
2026-08-22,MANNHEIM HBF,BORDEAUX ST JEAN,0
2026-08-22,MANNHEIM HBF,CHALON SUR SAONE,0
2026-08-22,MANNHEIM HBF,CHAMPAGNE ARDENNE TGV,0
2026-08-22,MANNHEIM HBF,FRANKFURT AM MAIN HBF,0
2026-08-22,MANNHEIM HBF,KARLSRUHE HBF,0
2026-08-22,MANNHEIM HBF,LORRAINE TGV,0
2026-08-22,MANNHEIM HBF,LYON (intramuros),0
2026-08-22,MANNHEIM HBF,MARNE LA VALLEE CHESSY,0
2026-08-22,MANNHEIM HBF,MARSEILLE ST CHARLES,0
2026-08-22,MANNHEIM HBF,MASSY TGV,0
2026-08-22,MANNHEIM HBF,MEUSE TGV,0
2026-08-22,MANNHEIM HBF,MULHOUSE VILLE,0
2026-08-22,MANNHEIM HBF,PARIS (intramuros),0
2026-08-22,MANNHEIM HBF,POITIERS,0
2026-08-22,MANNHEIM HBF,ST PIERRE DES CORPS,0
2026-08-22,MANNHEIM HBF,STRASBOURG,0
2026-08-22,MANTES LA JOLIE,AVIGNON TGV,0
2026-08-22,MANTES LA JOLIE,LE HAVRE,0
2026-08-22,MANTES LA JOLIE,LYON (intramuros),0
2026-08-22,MANTES LA JOLIE,MARSEILLE ST CHARLES,0
2026-08-22,MANTES LA JOLIE,MASSY PALAISEAU,0
2026-08-22,MANTES LA JOLIE,ROUEN RIVE DROITE,0
2026-08-22,MANTES LA JOLIE,VALENCE TGV AUVERGNE RHONE ALPES,0
2026-08-22,MANTES LA JOLIE,VERSAILLES CHANTIERS,0
2026-08-22,MARENNES,BOURCEFRANC LE CHAPUS,0
2026-08-22,MARENNES,ROCHEFORT,0
2026-08-22,MARENNES,ST PIERRE D'OLERON,0
2026-08-22,MARENNES,SURGERES,0
2026-08-22,MARMANDE,ARLES,0
2026-08-22,MARMANDE,BORDEAUX ST JEAN,1
2026-08-22,MARMANDE,CARCASSONNE,0
2026-08-22,MARMANDE,MARSEILLE ST CHARLES,0
2026-08-22,MARMANDE,MONTAUBAN VILLE BOURBON,1
2026-08-22,MARMANDE,MONTPELLIER SAINT ROCH,0
2026-08-22,MARMANDE,NARBONNE,0
2026-08-22,MARMANDE,NIMES CENTRE,0
2026-08-22,MARMANDE,SETE,0
2026-08-22,MARMANDE,TOULOUSE MATABIAU,1
2026-08-22,MARNE LA VALLEE CHESSY,AEROPORT ROISSY CDG 2 TGV,0
2026-08-22,MARNE LA VALLEE CHESSY,AGDE,0
2026-08-22,MARNE LA VALLEE CHESSY,AIX EN PROVENCE TGV,0
2026-08-22,MARNE LA VALLEE CHESSY,ANGERS SAINT LAUD,0
2026-08-22,MARNE LA VALLEE CHESSY,ANGOULEME,1
2026-08-22,MARNE LA VALLEE CHESSY,ARRAS,0
2026-08-22,MARNE LA VALLEE CHESSY,AURAY,0
2026-08-22,MARNE LA VALLEE CHESSY,AVIGNON TGV,0
2026-08-22,MARNE LA VALLEE CHESSY,BEZIERS,0
2026-08-22,MARNE LA VALLEE CHESSY,BORDEAUX ST JEAN,1
2026-08-22,MARNE LA VALLEE CHESSY,BRUXELLES MIDI,0
2026-08-22,MARNE LA VALLEE CHESSY,CHAMPAGNE ARDENNE TGV,0
2026-08-22,MARNE LA VALLEE CHESSY,DOUAI,0
2026-08-22,MARNE LA VALLEE CHESSY,FRANKFURT AM MAIN HBF,0
2026-08-22,MARNE LA VALLEE CHESSY,KARLSRUHE HBF,0
2026-08-22,MARNE LA VALLEE CHESSY,LA ROCHELLE VILLE,0
2026-08-22,MARNE LA VALLEE CHESSY,LAVAL,0
2026-08-22,MARNE LA VALLEE CHESSY,LE MANS,0
2026-08-22,MARNE LA VALLEE CHESSY,LILLE (intramuros),0
2026-08-22,MARNE LA VALLEE CHESSY,LORIENT,0
2026-08-22,MARNE LA VALLEE CHESSY,LORRAINE TGV,0
2026-08-22,MARNE LA VALLEE CHESSY,LYON (intramuros),0
2026-08-22,MARNE LA VALLEE CHESSY,LYON ST EXUPERY TGV.,0
2026-08-22,MARNE LA VALLEE CHESSY,MANNHEIM HBF,0
2026-08-22,MARNE LA VALLEE CHESSY,MARSEILLE ST CHARLES,0
2026-08-22,MARNE LA VALLEE CHESSY,MASSY TGV,0
2026-08-22,MARNE LA VALLEE CHESSY,MEUSE TGV,0
2026-08-22,MARNE LA VALLEE CHESSY,MONTPELLIER SAINT ROCH,0
2026-08-22,MARNE LA VALLEE CHESSY,MONTPELLIER SUD DE FRANCE,0
2026-08-22,MARNE LA VALLEE CHESSY,NANTES,0
2026-08-22,MARNE LA VALLEE CHESSY,NARBONNE,0
2026-08-22,MARNE LA VALLEE CHESSY,NIMES CENTRE,0
2026-08-22,MARNE LA VALLEE CHESSY,NIMES PONT DU GARD,0
2026-08-22,MARNE LA VALLEE CHESSY,NIORT,0
2026-08-22,MARNE LA VALLEE CHESSY,PERPIGNAN,0
2026-08-22,MARNE LA VALLEE CHESSY,POITIERS,1
2026-08-22,MARNE LA VALLEE CHESSY,QUIMPER,0
2026-08-22,MARNE LA VALLEE CHESSY,RENNES,0
2026-08-22,MARNE LA VALLEE CHESSY,SETE,0
2026-08-22,MARNE LA VALLEE CHESSY,ST PIERRE DES CORPS,1
2026-08-22,MARNE LA VALLEE CHESSY,STRASBOURG,0
2026-08-22,MARNE LA VALLEE CHESSY,TGV HAUTE PICARDIE,0
2026-08-22,MARNE LA VALLEE CHESSY,TOULON,0
2026-08-22,MARNE LA VALLEE CHESSY,TOURCOING,0
2026-08-22,MARNE LA VALLEE CHESSY,VALENCE TGV AUVERGNE RHONE ALPES,0
2026-08-22,MARNE LA VALLEE CHESSY,VANNES,0
2026-08-22,MARSEILLE BLANCARDE,PARIS (intramuros),0
2026-08-22,MARSEILLE ST CHARLES,AEROPORT ROISSY CDG 2 TGV,0
2026-08-22,MARSEILLE ST CHARLES,AGEN,0
2026-08-22,MARSEILLE ST CHARLES,AIX EN PROVENCE TGV,1
2026-08-22,MARSEILLE ST CHARLES,ANTIBES,0
2026-08-22,MARSEILLE ST CHARLES,ARLES,0
2026-08-22,MARSEILLE ST CHARLES,ARRAS,0
2026-08-22,MARSEILLE ST CHARLES,AVIGNON TGV,1
2026-08-22,MARSEILLE ST CHARLES,BADEN BADEN,0
2026-08-22,MARSEILLE ST CHARLES,BEAUNE,0
2026-08-22,MARSEILLE ST CHARLES,BELFORT MONTBELIARD TGV,0
2026-08-22,MARSEILLE ST CHARLES,BELLEGARDE SUR VALSERINE GARE,0
2026-08-22,MARSEILLE ST CHARLES,BESANCON FRANCHE COMTE TGV,0
2026-08-22,MARSEILLE ST CHARLES,BEZIERS,0
2026-08-22,MARSEILLE ST CHARLES,BORDEAUX ST JEAN,0
2026-08-22,MARSEILLE ST CHARLES,BRUXELLES MIDI,0
2026-08-22,MARSEILLE ST CHARLES,CANNES,0
2026-08-22,MARSEILLE ST CHARLES,CARCASSONNE,0
2026-08-22,MARSEILLE ST CHARLES,CHALON SUR SAONE,0
2026-08-22,MARSEILLE ST CHARLES,COLMAR,0
2026-08-22,MARSEILLE ST CHARLES,DIJON VILLE,0
2026-08-22,MARSEILLE ST CHARLES,DOUAI,0
2026-08-22,MARSEILLE ST CHARLES,FRANKFURT AM MAIN HBF,0
2026-08-22,MARSEILLE ST CHARLES,GENEVE CORNAVIN,0
2026-08-22,MARSEILLE ST CHARLES,KARLSRUHE HBF,0
2026-08-22,MARSEILLE ST CHARLES,LAUSANNE,0
2026-08-22,MARSEILLE ST CHARLES,LAVAL,0
2026-08-22,MARSEILLE ST CHARLES,LE HAVRE,0
2026-08-22,MARSEILLE ST CHARLES,LE MANS,0
2026-08-22,MARSEILLE ST CHARLES,LES ARCS DRAGUIGNAN,0
2026-08-22,MARSEILLE ST CHARLES,LILLE (intramuros),0
2026-08-22,MARSEILLE ST CHARLES,LYON (intramuros),0
2026-08-22,MARSEILLE ST CHARLES,LYON ST EXUPERY TGV.,0
2026-08-22,MARSEILLE ST CHARLES,MACON VILLE,0
2026-08-22,MARSEILLE ST CHARLES,MANNHEIM HBF,0
2026-08-22,MARSEILLE ST CHARLES,MANTES LA JOLIE,0
2026-08-22,MARSEILLE ST CHARLES,MARMANDE,0
2026-08-22,MARSEILLE ST CHARLES,MARNE LA VALLEE CHESSY,0
2026-08-22,MARSEILLE ST CHARLES,MASSY PALAISEAU,0
2026-08-22,MARSEILLE ST CHARLES,MASSY TGV,0
2026-08-22,MARSEILLE ST CHARLES,METZ VILLE,0
2026-08-22,MARSEILLE ST CHARLES,MONTAUBAN VILLE BOURBON,0
2026-08-22,MARSEILLE ST CHARLES,MONTPELLIER SAINT ROCH,0
2026-08-22,MARSEILLE ST CHARLES,MULHOUSE VILLE,0
2026-08-22,MARSEILLE ST CHARLES,NANCY,0
2026-08-22,MARSEILLE ST CHARLES,NARBONNE,0
2026-08-22,MARSEILLE ST CHARLES,NICE VILLE,0
2026-08-22,MARSEILLE ST CHARLES,NIMES CENTRE,0
2026-08-22,MARSEILLE ST CHARLES,PARIS (intramuros),0
2026-08-22,MARSEILLE ST CHARLES,RENNES,0
2026-08-22,MARSEILLE ST CHARLES,ROUEN RIVE DROITE,0
2026-08-22,MARSEILLE ST CHARLES,SETE,0
2026-08-22,MARSEILLE ST CHARLES,ST RAPHAEL VALESCURE,0
2026-08-22,MARSEILLE ST CHARLES,STRASBOURG,0
2026-08-22,MARSEILLE ST CHARLES,TGV HAUTE PICARDIE,0
2026-08-22,MARSEILLE ST CHARLES,TOULON,0
2026-08-22,MARSEILLE ST CHARLES,TOULOUSE MATABIAU,0
2026-08-22,MARSEILLE ST CHARLES,TOURCOING,0
2026-08-22,MARSEILLE ST CHARLES,VALENCE TGV AUVERGNE RHONE ALPES,0
2026-08-22,MARSEILLE ST CHARLES,VERSAILLES CHANTIERS,0
2026-08-22,MARVEJOLS,ARVANT,0
2026-08-22,MARVEJOLS,AUMONT AUBRAC,0
2026-08-22,MARVEJOLS,BANASSAC LA CANOURGUE,0
2026-08-22,MARVEJOLS,BEDARIEUX,0
2026-08-22,MARVEJOLS,BEZIERS,0
2026-08-22,MARVEJOLS,BRASSAC LES MINES STE FLORINE,0
2026-08-22,MARVEJOLS,CAMPAGNAC ST GENIEZ,0
2026-08-22,MARVEJOLS,CEILHES ROQUEREDONDE,0
2026-08-22,MARVEJOLS,CLERMONT FERRAND,0
2026-08-22,MARVEJOLS,ISSOIRE,0
2026-08-22,MARVEJOLS,LE BOUSQUET D'ORB,0
2026-08-22,MARVEJOLS,LE MONASTIER,0
2026-08-22,MARVEJOLS,MAGALAS,0
2026-08-22,MARVEJOLS,MASSIAC BLESLE,0
2026-08-22,MARVEJOLS,MILLAU,0
2026-08-22,MARVEJOLS,NEUSSARGUES,0
2026-08-22,MARVEJOLS,SAINT CHELY D'APCHER,0
2026-08-22,MARVEJOLS,SAINT GEORGES DE LUZENCON,0
2026-08-22,MARVEJOLS,SAINT ROME DE CERNON,0
2026-08-22,MARVEJOLS,SEVERAC LE CHATEAU,0
2026-08-22,MARVEJOLS,ST FLOUR CHAUDES AIGUES,0
2026-08-22,MARVEJOLS,TOURNEMIRE ROQUEFORT,0
2026-08-22,MASSIAC BLESLE,ARVANT,0
2026-08-22,MASSIAC BLESLE,AUMONT AUBRAC,0
2026-08-22,MASSIAC BLESLE,BANASSAC LA CANOURGUE,0
2026-08-22,MASSIAC BLESLE,BEDARIEUX,0
2026-08-22,MASSIAC BLESLE,BEZIERS,0
2026-08-22,MASSIAC BLESLE,BRASSAC LES MINES STE FLORINE,0
2026-08-22,MASSIAC BLESLE,CAMPAGNAC ST GENIEZ,0
2026-08-22,MASSIAC BLESLE,CEILHES ROQUEREDONDE,0
2026-08-22,MASSIAC BLESLE,CLERMONT FERRAND,0
2026-08-22,MASSIAC BLESLE,ISSOIRE,0
2026-08-22,MASSIAC BLESLE,LE BOUSQUET D'ORB,0
2026-08-22,MASSIAC BLESLE,LE MONASTIER,0
2026-08-22,MASSIAC BLESLE,MAGALAS,0
2026-08-22,MASSIAC BLESLE,MARVEJOLS,0
2026-08-22,MASSIAC BLESLE,MILLAU,0
2026-08-22,MASSIAC BLESLE,NEUSSARGUES,0
2026-08-22,MASSIAC BLESLE,SAINT CHELY D'APCHER,0
2026-08-22,MASSIAC BLESLE,SAINT GEORGES DE LUZENCON,0
2026-08-22,MASSIAC BLESLE,SAINT ROME DE CERNON,0
2026-08-22,MASSIAC BLESLE,SEVERAC LE CHATEAU,0
2026-08-22,MASSIAC BLESLE,ST FLOUR CHAUDES AIGUES,0
2026-08-22,MASSIAC BLESLE,TOURNEMIRE ROQUEFORT,0
2026-08-22,MASSY PALAISEAU,AVIGNON TGV,0
2026-08-22,MASSY PALAISEAU,CHARTRES,0
2026-08-22,MASSY PALAISEAU,LAVAL,0
2026-08-22,MASSY PALAISEAU,LE HAVRE,0
2026-08-22,MASSY PALAISEAU,LE MANS,0
2026-08-22,MASSY PALAISEAU,LYON (intramuros),0
2026-08-22,MASSY PALAISEAU,MANTES LA JOLIE,0
2026-08-22,MASSY PALAISEAU,MARSEILLE ST CHARLES,0
2026-08-22,MASSY PALAISEAU,RENNES,0
2026-08-22,MASSY PALAISEAU,ROUEN RIVE DROITE,0
2026-08-22,MASSY PALAISEAU,VALENCE TGV AUVERGNE RHONE ALPES,0
2026-08-22,MASSY PALAISEAU,VERSAILLES CHANTIERS,0
2026-08-22,MASSY TGV,AEROPORT ROISSY CDG 2 TGV,0
2026-08-22,MASSY TGV,AGEN,0
2026-08-22,MASSY TGV,AIX EN PROVENCE TGV,0
2026-08-22,MASSY TGV,ANGERS SAINT LAUD,1
2026-08-22,MASSY TGV,ANGOULEME,1
2026-08-22,MASSY TGV,AURAY,0
2026-08-22,MASSY TGV,AVIGNON TGV,0
2026-08-22,MASSY TGV,BAYONNE,0
2026-08-22,MASSY TGV,BIARRITZ,0
2026-08-22,MASSY TGV,BORDEAUX ST JEAN,1
2026-08-22,MASSY TGV,BREST,0
2026-08-22,MASSY TGV,CHAMPAGNE ARDENNE TGV,0
2026-08-22,MASSY TGV,DAX,0
2026-08-22,MASSY TGV,FRANKFURT AM MAIN HBF,0
2026-08-22,MASSY TGV,GUINGAMP,0
2026-08-22,MASSY TGV,HENDAYE,0
2026-08-22,MASSY TGV,KARLSRUHE HBF,0
2026-08-22,MASSY TGV,LA BAULE ESCOUBLAC,0
2026-08-22,MASSY TGV,LA ROCHELLE VILLE,0
2026-08-22,MASSY TGV,LAMBALLE,0
2026-08-22,MASSY TGV,LAVAL,0
2026-08-22,MASSY TGV,LE CROISIC,0
2026-08-22,MASSY TGV,LE MANS,0
2026-08-22,MASSY TGV,LE POULIGUEN,0
2026-08-22,MASSY TGV,LILLE (intramuros),0
2026-08-22,MASSY TGV,LORIENT,0
2026-08-22,MASSY TGV,LORRAINE TGV,0
2026-08-22,MASSY TGV,LOURDES,0
2026-08-22,MASSY TGV,LYON (intramuros),0
2026-08-22,MASSY TGV,MANNHEIM HBF,0
2026-08-22,MASSY TGV,MARNE LA VALLEE CHESSY,0
2026-08-22,MASSY TGV,MARSEILLE ST CHARLES,0
2026-08-22,MASSY TGV,MEUSE TGV,0
2026-08-22,MASSY TGV,MONTPELLIER SUD DE FRANCE,0
2026-08-22,MASSY TGV,MORLAIX,0
2026-08-22,MASSY TGV,NANTES,1
2026-08-22,MASSY TGV,NIMES PONT DU GARD,0
2026-08-22,MASSY TGV,NIORT,0
2026-08-22,MASSY TGV,ORTHEZ,0
2026-08-22,MASSY TGV,PAU,0
2026-08-22,MASSY TGV,POITIERS,1
2026-08-22,MASSY TGV,PORNICHET,0
2026-08-22,MASSY TGV,QUIMPER,0
2026-08-22,MASSY TGV,QUIMPERLE,0
2026-08-22,MASSY TGV,RENNES,0
2026-08-22,MASSY TGV,ROSPORDEN,0
2026-08-22,MASSY TGV,SAUMUR,1
2026-08-22,MASSY TGV,ST BRIEUC,0
2026-08-22,MASSY TGV,ST JEAN DE LUZ CIBOURE,0
2026-08-22,MASSY TGV,ST NAZAIRE,0
2026-08-22,MASSY TGV,ST PIERRE DES CORPS,1
2026-08-22,MASSY TGV,STRASBOURG,0
2026-08-22,MASSY TGV,TARBES,0
2026-08-22,MASSY TGV,TGV HAUTE PICARDIE,0
2026-08-22,MASSY TGV,TOULOUSE MATABIAU,0
2026-08-22,MASSY TGV,TOURCOING,0
2026-08-22,MASSY TGV,VALENCE TGV AUVERGNE RHONE ALPES,0
2026-08-22,MASSY TGV,VANNES,0
2026-08-22,MERENS LES VALS,LES AUBRAIS ORLEANS,0
2026-08-22,MERENS LES VALS,PARIS (intramuros),0
2026-08-22,METZ VILLE,AIX EN PROVENCE TGV,0
2026-08-22,METZ VILLE,AVIGNON TGV,0
2026-08-22,METZ VILLE,BELFORT MONTBELIARD TGV,0
2026-08-22,METZ VILLE,BESANCON FRANCHE COMTE TGV,0
2026-08-22,METZ VILLE,CHALON SUR SAONE,0
2026-08-22,METZ VILLE,CHAMPAGNE ARDENNE TGV,0
2026-08-22,METZ VILLE,COLMAR,0
2026-08-22,METZ VILLE,DIJON VILLE,0
2026-08-22,METZ VILLE,LORRAINE TGV,0
2026-08-22,METZ VILLE,LUXEMBOURG,0
2026-08-22,METZ VILLE,LYON (intramuros),0
2026-08-22,METZ VILLE,MACON VILLE,0
2026-08-22,METZ VILLE,MARSEILLE ST CHARLES,0
2026-08-22,METZ VILLE,MEUSE TGV,0
2026-08-22,METZ VILLE,MONTPELLIER SAINT ROCH,0
2026-08-22,METZ VILLE,MULHOUSE VILLE,0
2026-08-22,METZ VILLE,NIMES CENTRE,0
2026-08-22,METZ VILLE,PARIS (intramuros),0
2026-08-22,METZ VILLE,STRASBOURG,0
2026-08-22,METZ VILLE,THIONVILLE,0
2026-08-22,METZ VILLE,VALENCE TGV AUVERGNE RHONE ALPES,0
2026-08-22,MEUSE TGV,AEROPORT ROISSY CDG 2 TGV,0
2026-08-22,MEUSE TGV,ANGERS SAINT LAUD,0
2026-08-22,MEUSE TGV,ANGOULEME,0
2026-08-22,MEUSE TGV,AURAY,0
2026-08-22,MEUSE TGV,BAR LE DUC,0
2026-08-22,MEUSE TGV,BORDEAUX ST JEAN,0
2026-08-22,MEUSE TGV,BRUXELLES MIDI,0
2026-08-22,MEUSE TGV,CHAMPAGNE ARDENNE TGV,0
2026-08-22,MEUSE TGV,COMMERCY,0
2026-08-22,MEUSE TGV,EPINAL,0
2026-08-22,MEUSE TGV,FRANKFURT AM MAIN HBF,0
2026-08-22,MEUSE TGV,FRESNES AU MONT,0
2026-08-22,MEUSE TGV,KARLSRUHE HBF,0
2026-08-22,MEUSE TGV,LE MANS,0
2026-08-22,MEUSE TGV,LEROUVILLE CENTRE,0
2026-08-22,MEUSE TGV,LILLE (intramuros),0
2026-08-22,MEUSE TGV,LORIENT,0
2026-08-22,MEUSE TGV,LORRAINE TGV,0
2026-08-22,MEUSE TGV,MANNHEIM HBF,0
2026-08-22,MEUSE TGV,MARNE LA VALLEE CHESSY,0
2026-08-22,MEUSE TGV,MASSY TGV,0
2026-08-22,MEUSE TGV,NANCY,0
2026-08-22,MEUSE TGV,NANTES,0
2026-08-22,MEUSE TGV,PARIS (intramuros),0
2026-08-22,MEUSE TGV,PIERREFITTE SUR AIRE,0
2026-08-22,MEUSE TGV,POITIERS,0
2026-08-22,MEUSE TGV,QUIMPER,0
2026-08-22,MEUSE TGV,REMIREMONT,0
2026-08-22,MEUSE TGV,RENNES,0
2026-08-22,MEUSE TGV,SAINT MIHIEL,0
2026-08-22,MEUSE TGV,SAINT MIHIEL DETENTION,0
2026-08-22,MEUSE TGV,SAMPIGNY CENTRE,0
2026-08-22,MEUSE TGV,SOUILLY,0
2026-08-22,MEUSE TGV,ST PIERRE DES CORPS,0
2026-08-22,MEUSE TGV,STRASBOURG,0
2026-08-22,MEUSE TGV,TGV HAUTE PICARDIE,0
2026-08-22,MEUSE TGV,VANNES,0
2026-08-22,MEUSE TGV,VERDUN,0
2026-08-22,MILANO PORTA GARIBALDI,CHAMBERY CHALLES LES EAUX,0
2026-08-22,MILANO PORTA GARIBALDI,MACON LOCHE TGV,0
2026-08-22,MILANO PORTA GARIBALDI,MODANE,0
2026-08-22,MILANO PORTA GARIBALDI,OUX CESANA CLAV SESTRIERE,0
2026-08-22,MILANO PORTA GARIBALDI,PARIS (intramuros),0
2026-08-22,MILANO PORTA GARIBALDI,ST JEAN DE MAURIENNE ARVAN,0
2026-08-22,MILANO PORTA GARIBALDI,TORINO PORTA SUSA,0
2026-08-22,MILLAU,ARVANT,0
2026-08-22,MILLAU,AUMONT AUBRAC,0
2026-08-22,MILLAU,BANASSAC LA CANOURGUE,0
2026-08-22,MILLAU,BEDARIEUX,0
2026-08-22,MILLAU,BEZIERS,0
2026-08-22,MILLAU,BRASSAC LES MINES STE FLORINE,0
2026-08-22,MILLAU,CAMPAGNAC ST GENIEZ,0
2026-08-22,MILLAU,CEILHES ROQUEREDONDE,0
2026-08-22,MILLAU,CLERMONT FERRAND,0
2026-08-22,MILLAU,ISSOIRE,0
2026-08-22,MILLAU,LE BOUSQUET D'ORB,0
2026-08-22,MILLAU,LE MONASTIER,0
2026-08-22,MILLAU,MAGALAS,0
2026-08-22,MILLAU,MARVEJOLS,0
2026-08-22,MILLAU,MASSIAC BLESLE,0
2026-08-22,MILLAU,NEUSSARGUES,0
2026-08-22,MILLAU,SAINT CHELY D'APCHER,0
2026-08-22,MILLAU,SAINT GEORGES DE LUZENCON,0
2026-08-22,MILLAU,SAINT ROME DE CERNON,0
2026-08-22,MILLAU,SEVERAC LE CHATEAU,0
2026-08-22,MILLAU,ST FLOUR CHAUDES AIGUES,0
2026-08-22,MILLAU,TOURNEMIRE ROQUEFORT,0
2026-08-22,MIRAMAS,ARLES,1
2026-08-22,MIRAMAS,AVIGNON CENTRE,1
2026-08-22,MIRAMAS,LYON ST EXUPERY TGV.,0
2026-08-22,MIRAMAS,MONTELIMAR GARE SNCF,1
